31	8500	1920	1950	649	649	668	1	0	3	Detchd	250	2008	40000
32	8544	1966	2006	1228	1228	0	1	1	3	Attchd	271	2008	149350
33	11049	2007	2007	1234	1234	0	2	0	3	Attchd	484	2008	179900
34	10552	1959	1959	1398	1700	0	1	1	4	Attchd	447	2010	165500
35	7313	2005	2005	1561	1561	0	2	0	2	Attchd	556	2007	277500
37	10859	1994	1995	1097	1097	0	1	1	3	Attchd	672	2009	145000
38	8532	1954	1990	1297	1297	0	1	0	3	Attchd	498	2009	153000
39	7922	1953	2007	1057	1057	0	1	0	3	Detchd	246	2010	109000
41	8658	1965	1965	1088	1324	0	2	0	3	Attchd	440	2006	160000
42	16905	1959	1959	1350	1328	0	1	1	2	Attchd	308	2007	170000
43	9180	1983	1983	840	884	0	1	0	2	Attchd	504	2007	144000
44	9200	1975	1980	938	938	0	1	0	3	Detchd	308	2008	130250
45	7945	1959	1959	1150	1150	0	1	0	3	Attchd	300	2006	141000
46	7658	2005	2005	1752	1752	0	2	0	2	Attchd	576	2010	319900
47	12822	2003	2003	1434	1518	631	1	1	1	Attchd	670	2009	239686
48	11096	2006	2006	1656	1656	0	2	0	3	Attchd	826	2007	249700
50	7742	1966	1966	955	955	0	1	0	3	Attchd	386	2007	127000
51	13869	1997	1997	794	794	676	2	0	3	Attchd	388	2007	177000
52	6240	1934	1950	816	816	0	1	0	3	Detchd	528	2006	114500
54	50271	1981	1987	1842	1842	0	0	1	0	Attchd	894	2006	385000
55	7134	1955	1955	384	1360	0	1	0	3	Detchd	572	2007	130000
56	10175	1964	1964	1425	1425	0	2	0	3	Attchd	576	2008	180500
57	2645	1999	2000	970	983	756	2	1	3	Attchd	480	2009	172500
58	11645	2004	2004	860	860	860	2	1	3	Attchd	565	2006	196500
60	7200	1972	1972	780	780	0	1	0	2	Detchd	352	2008	124900
61	13072	2004	2004	1158	1158	0	1	1	3	Detchd	576	2006	158000
62	7200	1920	1996	530	581	530	1	0	3	Detchd	288	2007	101000
63	6442	2006	2006	1370	1370	0	2	0	2	Attchd	484	2007	202500
64	10300	1921	1950	576	902	808	2	0	3	Detchd	480	2010	140000
65	9375	1997	1998	1057	1057	977	2	1	3	Attchd	645	2009	219500
67	19900	1970	1989	1947	2207	0	2	0	3	Attchd	576	2010	180000
68	10665	2003	2003	1453	1479	0	2	0	3	Attchd	558	2007	226000
69	4608	1945	1950	747	747	0	1	0	2	Attchd	220	2010	80000
70	15593	1953	1953	1304	1304	983	2	0	3	Attchd	667	2006	225000
71	13651	1973	1973	2223	2223	0	2	0	3	Attchd	516	2007	244000
72	7599	1982	2006	845	845	0	1	0	2	Detchd	360	2007	129500
73	10141	1998	1998	832	885	833	2	1	3	Attchd	427	2009	185000
74	10200	1954	2003	1086	1086	0	1	0	3	Attchd	490	2010	144900
75	5790	1915	1950	840	840	765	2	0	3	Detchd	379	2010	107400
77	8475	1956	1956	952	952	0	1	0	2	Detchd	283	2008	135750
78	8635	1948	2001	672	1072	213	1	0	2	Detchd	240	2008	127000
80	10440	1910	1981	440	682	548	1	1	2	Detchd	440	2009	110000
81	13000	1968	1968	896	1182	960	2	1	4	Attchd	509	2009	193500
82	4500	1998	1998	1237	1337	0	2	0	2	Attchd	405	2006	153500
83	10206	2007	2007	1563	1563	0	2	0	3	Attchd	758	2008	245000
84	8892	1960	1960	1065	1065	0	1	1	3	Detchd	461	2007	126500
86	16059	1991	1992	1288	1301	1116	2	1	4	Attchd	462	2006	260000
88	3951	2009	2009	612	612	612	2	1	2	Detchd	528	2009	164500
91	7200	1950	1950	0	1040	0	1	0	2	Detchd	420	2006	109900
92	8500	1961	1961	1235	1235	0	1	0	2	Attchd	480	2006	98600
93	13360	1921	2006	876	964	0	1	0	2	Detchd	432	2009	163500
94	7200	1910	1998	1214	1260	1031	2	0	4	Detchd	506	2007	133900
95	9337	1997	1997	824	905	881	2	1	3	Attchd	684	2007	204750
97	10264	1999	1999	1588	1588	0	2	0	3	Attchd	472	2006	214000
98	10921	1965	1965	960	960	0	1	0	3	Attchd	432	2007	94750
101	10603	1977	2001	1610	1610	0	2	0	3	Attchd	480	2010	205000
102	9206	1985	1985	741	977	755	2	1	3	Attchd	476	2010	178000
103	7018	1979	1979	0	1535	0	2	0	4	Attchd	410	2009	118964
104	10402	2009	2009	1226	1226	0	2	0	3	Attchd	740	2010	198900
105	7758	1931	1950	1040	1226	592	1	1	4	Detchd	240	2007	169500
106	9375	2003	2004	1053	1053	939	2	1	3	Attchd	648	2008	250000
107	10800	1885	1995	641	1047	0	1	0	2	Detchd	273	2007	100000
108	6000	1948	1950	789	789	0	1	0	2	Detchd	250	2008	115000
110	11751	1977	1977	1844	1844	0	2	0	3	Attchd	546	2010	190000
111	9525	1954	1972	994	1216	639	2	0	4	Attchd	325	2006	136900
115	7259	1945	2002	1028	1436	884	2	1	3	Detchd	180	2007	259500
116	3230	1999	1999	729	729	729	2	1	2	Detchd	440	2007	176000
117	11616	1962	1962	1092	1092	0	1	0	3	Attchd	288	2009	139000
118	8536	2006	2007	1125	1125	0	1	1	2	Attchd	430	2007	155000
119	12376	1990	1990	1673	1699	1523	3	0	5	Attchd	594	2010	320000
120	8461	2005	2006	728	728	728	2	1	3	Attchd	390	2006	163990
121	21453	1969	1969	938	988	0	1	0	1	Attchd	540	2006	180000
122	6060	1939	1950	732	772	351	1	0	3	Detchd	264	2007	100000
123	9464	1958	1958	1080	1080	0	1	0	3	Attchd	288	2008	136000
124	7892	1993	1993	1199	1199	0	2	0	2	Attchd	530	2008	153900
125	17043	1979	1998	1362	1586	0	2	0	3	Attchd	435	2009	181000
127	4928	1976	1976	1078	958	0	2	0	2	Attchd	440	2007	128000
129	7590	1966	1966	660	660	688	1	1	3	Attchd	453	2006	155000
131	14200	1966	1966	924	1216	941	2	1	4	Attchd	487	2006	226000
133	7388	1959	2002	1063	1327	0	1	0	3	Detchd	624	2007	150750
134	6853	2001	2002	1267	1296	0	2	0	2	Attchd	471	2009	220000
135	10335	1968	1993	1461	1721	0	2	1	3	Attchd	440	2006	180000
136	10400	1970	1970	1304	1682	0	2	0	3	Attchd	530	2008	174000
137	10355	1967	1967	1214	1214	0	2	0	3	Attchd	318	2007	143000
139	9066	1999	2000	1004	1004	848	2	1	3	Attchd	660	2008	230000
140	15426	1997	1997	928	928	836	2	1	3	Attchd	470	2009	231500
142	11645	2005	2005	1734	1734	0	2	0	3	Attchd	660	2006	260000
143	8520	1952	1952	910	910	475	2	0	4	Detchd	720	2010	166000
144	10335	1999	1999	1490	1501	0	2	0	3	Attchd	577	2009	204000
145	9100	1963	1963	1728	1728	0	2	0	6	Detchd	504	2006	125000
146	2522	2004	2006	970	970	739	2	0	3	Detchd	380	2006	130000
147	6120	1931	1993	715	875	0	1	0	2	Detchd	180	2009	105000
150	6240	1936	1950	896	896	448	1	0	3	Detchd	240	2006	115000
151	10356	1975	1975	969	969	0	1	1	3	Attchd	440	2007	122000
152	13891	2007	2008	1710	1710	0	2	0	2	Attchd	866	2008	372402
153	14803	1971	1971	825	1097	896	2	1	4	Attchd	495	2006	190000
154	13500	1960	1975	1602	1252	0	1	0	1	Attchd	564	2008	235000
155	11340	1923	1950	1200	1200	0	1	0	4	Detchd	312	2006	125000
157	7200	1950	1950	0	1040	0	1	0	2	Detchd	625	2006	109500
159	12552	2004	2005	991	991	956	2	1	3	Attchd	678	2010	254900
160	19378	2005	2006	1392	1392	1070	2	1	4	Attchd	576	2006	320000
161	11120	1984	1984	1232	1232	0	2	0	3	Attchd	516	2008	162500
163	12182	2005	2005	1541	1541	0	2	0	3	Attchd	532	2010	220000
165	5400	1926	2004	1149	1149	467	2	0	3	Detchd	216	2007	152000
167	10708	1955	1993	1617	1867	0	1	0	2	Attchd	303	2009	190000
168	10562	2007	2007	1582	1610	551	1	1	3	Attchd	789	2007	325624
169	8244	2004	2004	840	840	880	2	1	3	Attchd	440	2007	183500
170	16669	1981	1981	1686	1707	0	2	1	2	Attchd	511	2006	228000
171	12358	1941	1950	720	854	0	1	1	2	Detchd	660	2007	128500
172	31770	1960	1960	1080	1656	0	1	0	3	Attchd	528	2010	215000
173	5306	1987	1987	1064	1064	703	2	0	2	Attchd	504	2006	239000
174	10197	1961	1961	1362	1362	0	1	1	3	Attchd	504	2008	163000
175	12416	1986	1986	1606	1651	0	2	0	3	Attchd	616	2008	184000
176	12615	1950	2001	1202	2158	0	2	0	4	Attchd	576	2007	243000
177	10029	1988	1989	1151	1164	896	2	1	4	Attchd	521	2007	211000
178	13650	1958	1958	1052	1252	668	2	0	4	Attchd	451	2006	172500
179	17423	2008	2009	2216	2234	0	2	0	1	Attchd	1166	2009	501837
180	8520	1923	2006	968	968	0	1	0	2	Detchd	480	2007	100000
181	2117	2000	2000	756	769	756	2	1	3	Detchd	440	2007	177000
182	7588	1920	1950	793	901	901	1	1	4	Detchd	216	2006	200100
183	9060	1957	2006	0	1340	0	1	0	3	Attchd	252	2007	120000
184	11426	2003	2003	1362	1362	720	2	1	3	Detchd	484	2008	200000
185	7438	1908	1991	504	936	316	1	0	3	Attchd	576	2006	127000
186	22950	1892	1993	1107	1518	1518	2	1	4	Detchd	840	2006	475000
187	9947	1990	1991	1188	1217	0	2	0	3	Attchd	497	2009	173000
188	10410	1916	1987	660	808	704	2	1	3	Detchd	180	2009	135000
189	7018	1979	1979	1086	1224	0	0	2	2	Detchd	528	2009	153337
190	4923	2001	2002	1593	1593	0	1	1	0	Attchd	682	2008	286000
191	10570	1932	1994	853	1549	1178	2	1	3	Detchd	440	2007	315000
192	7472	1972	2004	725	725	754	1	1	4	Attchd	484	2007	184000
193	9017	1999	1999	1431	1431	0	2	0	3	Attchd	666	2009	192000
194	2522	2004	2004	970	970	739	2	0	3	Detchd	380	2006	130000
195	7180	1972	1972	864	864	0	1	0	3	Detchd	352	2008	127000
196	2280	1976	1976	855	855	601	2	1	3	Attchd	440	2009	148500
197	9416	2007	2007	1726	1726	0	2	0	3	Attchd	786	2007	311872
198	25419	1918	1990	1360	1360	1360	2	0	4	Detchd	795	2006	235000
200	9591	2004	2005	1713	1713	0	2	0	3	Attchd	856	2009	274900
201	8546	2003	2004	1121	1121	0	2	0	2	Attchd	440	2010	140000
202	10125	1977	1977	1196	1279	0	2	0	3	Detchd	473	2008	171500
203	7000	1924	1950	617	865	445	2	0	2	Attchd	398	2006	112000
204	4438	2004	2004	848	848	0	1	0	1	Attchd	420	2008	149000
205	3500	1947	1950	720	720	564	1	1	2	Detchd	240	2009	110000
206	11851	1990	1990	1424	1442	0	2	0	3	Attchd	500	2009	180500
207	13673	1962	1962	1140	1696	0	1	1	3	Attchd	349	2007	143900
208	12493	1960	1960	1100	1100	0	1	0	3	Attchd	312	2008	141000
209	14364	1988	1989	1157	1180	882	2	1	3	Attchd	454	2007	277000
210	8250	1964	1964	1092	1092	0	1	0	3	Attchd	504	2008	145000
212	10420	2009	2009	1212	1212	0	2	0	3	Attchd	460	2010	186000
213	8640	2009	2009	900	932	920	2	1	3	Attchd	644	2009	252678
214	13568	1995	1995	990	990	0	1	0	3	Attchd	576	2006	156000
215	10900	1977	1977	689	689	703	1	1	3	Attchd	299	2010	161750
216	10011	1957	1996	1070	1236	0	1	0	2	Attchd	447	2006	134450
217	8450	2004	2004	1436	1436	0	2	0	3	Attchd	484	2008	210000
218	9906	1925	1950	686	810	518	1	0	3	Detchd	210	2006	107000
219	15660	1939	2006	798	1137	817	1	1	3	Attchd	431	2008	311500
220	3010	2005	2006	1248	1248	0	2	0	2	Attchd	438	2006	167240
221	8990	2006	2006	1498	1498	0	2	0	2	Attchd	675	2006	204900
223	11475	1975	1975	713	811	741	2	1	3	Attchd	434	2006	179900
224	10500	1971	1971	864	864	0	1	0	2	Detchd	576	2009	97000
225	13472	2003	2003	2392	2392	0	2	0	3	Attchd	968	2009	386250
226	1680	1971	1971	630	630	672	2	1	3	Detchd	280	2009	112000
227	9950	1995	1995	1203	1214	1306	2	1	4	Attchd	721	2007	290000
228	1869	1970	1970	483	483	504	1	1	2	Detchd	280	2008	106000
229	8521	1967	1967	912	912	0	1	0	3	Detchd	336	2010	125000
230	3182	2005	2006	1373	1555	0	2	0	2	Attchd	430	2009	192500
231	8760	1959	1959	1194	1194	0	1	0	3	Attchd	312	2010	148000
232	15138	1995	1996	1462	1490	1304	2	1	4	Attchd	810	2009	403000
233	1680	1972	1972	483	483	504	1	1	2	Attchd	288	2006	94500
234	10650	1976	1976	894	894	0	1	0	3	Attchd	308	2010	128200
236	1680	1971	1971	483	483	504	1	1	2	Detchd	264	2008	89500
237	8773	2004	2004	1414	1414	0	2	0	3	Attchd	494	2010	185500
238	9453	1993	2003	996	1014	730	2	1	3	Attchd	457	2010	194500
239	12030	2007	2007	1694	1694	0	2	0	3	Attchd	818	2007	318000
240	8741	1945	1950	735	798	689	1	1	3	Detchd	220	2010	113000
241	9000	2008	2008	1566	1566	0	2	0	3	Attchd	750	2010	262500
243	5000	1900	1950	540	889	551	1	0	3	Attchd	352	2006	79000
244	10762	1980	1980	626	626	591	1	1	3	Attchd	288	2009	120000
245	8880	1994	2002	948	1222	888	2	1	3	Attchd	463	2010	205000
246	10400	1988	1988	1845	1872	0	2	0	3	Attchd	604	2006	241500
247	9142	1910	1950	1020	908	1020	2	0	4	Detchd	440	2006	137000
248	11310	1954	1954	1367	1375	0	1	0	2	Attchd	451	2006	140000
249	11317	2003	2003	840	840	828	2	1	3	Attchd	500	2007	180000
250	159000	1958	2006	1444	1444	700	2	0	4	Attchd	389	2007	277000
252	4750	2006	2007	1573	1625	0	2	0	2	Attchd	538	2007	235000
253	8366	2004	2004	798	798	842	2	1	3	Attchd	520	2008	173000
254	9350	1964	1991	1302	1302	0	2	0	3	Attchd	309	2007	158000
255	8400	1957	1957	1314	1314	0	1	0	3	Attchd	294	2010	145000
257	8791	2003	2003	864	864	864	2	1	3	Attchd	673	2008	207500
258	8814	2006	2006	1604	1604	0	2	1	3	Attchd	660	2009	220000
259	12435	2001	2001	963	963	829	2	1	3	Attchd	564	2008	231500
260	12702	1956	1956	0	882	0	1	0	2	Detchd	308	2008	97000
261	19296	1962	1962	1362	1382	0	1	0	3	Attchd	884	2009	176000
263	8471	1977	1995	506	1212	0	1	0	3	Attchd	492	2006	151000
264	5500	1929	2001	926	926	0	1	0	3	Detchd	484	2010	130000
265	5232	1925	2004	680	764	0	1	0	2	Detchd	504	2008	73000
266	12090	1981	1981	1422	1422	0	2	0	3	Attchd	576	2008	175500
267	11207	1997	1997	802	802	709	2	1	3	Attchd	413	2006	185000
268	8400	1939	1997	720	1052	720	2	1	4	Detchd	240	2008	179500
269	6900	1940	1955	740	778	0	1	0	2	Detchd	924	2008	120500
270	7917	1976	1976	1143	1113	0	1	1	3	Attchd	504	2007	148000
271	10728	2006	2006	1095	1095	844	2	1	3	Attchd	1053	2006	266000
272	39104	1954	2005	1385	1363	0	1	0	2	Attchd	439	2008	241500
273	11764	1999	2007	1152	1164	1106	2	1	4	Attchd	671	2010	290000
274	9600	1958	1988	1240	1632	0	2	0	3	Attchd	338	2009	139000
275	8314	1982	1982	816	816	0	1	0	2	Attchd	264	2007	124500
276	7264	1925	2007	952	952	596	2	1	3	Detchd	672	2009	205000
277	9196	2003	2003	1560	1560	0	2	0	3	Attchd	573	2010	201000
278	19138	1951	1951	864	864	0	1	0	2	Detchd	400	2010	141000
279	14450	2006	2007	2121	2121	0	2	1	3	Attchd	732	2007	415298
280	10005	1977	1977	1160	1156	866	2	1	4	Attchd	505	2008	192000
281	11287	1989	1989	807	1175	807	2	1	3	Attchd	575	2007	228500
282	7200	2006	2006	1262	1262	0	2	0	2	Attchd	572	2006	185000
283	5063	2007	2008	1314	1314	0	2	0	2	Attchd	626	2009	207500
284	9612	2008	2009	1468	1468	0	2	0	3	Attchd	898	2009	244600
285	8012	1992	1992	1575	1575	0	2	0	2	Attchd	529	2007	179200
286	4251	2006	2007	625	625	625	2	1	2	Detchd	528	2007	164700
287	9786	1962	1981	912	1085	649	1	1	3	Attchd	440	2006	159000
289	9819	1967	1967	882	900	0	1	0	3	Detchd	280	2010	122000
290	8730	1915	2003	698	698	698	1	0	3	Detchd	384	2007	153575
291	15611	2006	2006	1079	1079	840	2	1	3	Attchd	685	2006	233230
293	11409	1949	2008	768	1148	568	1	1	3	Attchd	281	2009	131000
294	16659	1977	1994	795	1468	795	2	1	3	Attchd	539	2006	235000
295	9600	1953	1953	1416	1644	0	1	0	3	Attchd	418	2009	167000
296	7937	1984	1984	1003	1003	0	1	0	3	Detchd	588	2006	142500
297	13710	1950	1950	910	910	648	1	1	4	Attchd	282	2007	152000
298	7399	1997	1998	975	975	975	2	1	3	Detchd	576	2007	239000
299	11700	1968	1968	702	1041	702	1	2	3	Attchd	539	2007	175000
300	14000	1950	2004	1092	1152	0	1	0	3	Attchd	300	2009	158500
301	15750	1953	1953	1165	1336	0	1	0	2	Attchd	375	2006	157000
303	13704	2001	2002	1541	1541	0	2	0	3	Attchd	843	2006	205000
304	9800	1972	1972	894	894	0	1	0	3	Attchd	552	2006	149900
305	18386	1880	2002	1470	1675	1818	3	0	3	Attchd	870	2008	295000
306	10386	2004	2005	2000	2000	0	2	0	3	Attchd	888	2007	305900
307	13474	1990	1991	700	1122	1121	2	1	4	Attchd	746	2007	225000
309	12342	1940	1950	861	861	0	1	0	1	Detchd	539	2009	82500
310	12378	2003	2004	1896	1944	0	2	0	3	Attchd	708	2006	360000
311	7685	1993	1994	697	697	804	2	1	3	Attchd	420	2006	165600
312	8000	1948	2002	972	972	0	1	0	2	Detchd	240	2009	132000
313	7800	1939	1950	793	793	325	1	0	3	Detchd	410	2006	119900
314	215245	1965	1965	2136	2036	0	2	0	3	Attchd	513	2009	375000
315	9600	1925	1990	728	832	809	1	1	3	Detchd	546	2006	178000
316	7795	2004	2005	716	716	716	2	1	3	Attchd	432	2009	188500
317	13005	1980	1980	845	1153	1200	2	1	4	Attchd	484	2009	260000
318	9000	2006	2006	1088	1088	871	2	1	3	Attchd	1025	2007	270000
319	9900	1993	1993	1347	1372	1274	2	1	4	Attchd	656	2009	260000
320	14115	1980	1980	1372	1472	0	2	0	3	Attchd	588	2009	187500
321	16259	2006	2006	1249	1249	1347	3	1	4	Attchd	840	2006	342643
323	10380	1986	1987	1502	1553	1177	2	1	4	Attchd	576	2007	301000
324	5820	1955	2005	1162	1163	0	1	0	3	Attchd	220	2006	126175
326	5000	1941	1950	720	803	0	1	0	2	Detchd	360	2007	87000
327	10846	1993	1993	1719	1719	0	1	1	1	Attchd	473	2008	324000
328	11600	1960	1960	1383	1383	0	1	1	3	Attchd	292	2006	145250
329	11888	1916	1994	844	1445	689	2	0	5	Detchd	441	2009	214500
330	6402	1920	1950	596	596	596	1	0	3	Detchd	189	2009	78000
331	10624	1964	1964	1728	1728	0	2	0	6	Detchd	352	2007	119000
332	8176	1958	1992	1056	1056	0	1	0	3	Attchd	308	2007	139000
333	10655	2003	2004	3206	1629	0	2	0	3	Attchd	880	2009	284000
334	8198	2004	2004	1358	1358	0	2	0	2	Attchd	484	2008	207000
335	9042	1998	1998	943	943	695	2	1	3	Attchd	472	2008	192000
336	164660	1965	1965	1499	1619	167	2	0	3	Attchd	529	2008	228950
337	14157	2005	2006	1922	1922	0	2	0	3	Attchd	676	2007	377426
338	9135	2002	2003	1536	1536	0	2	0	3	Attchd	532	2008	214000
339	14145	1984	1998	1208	1621	0	2	0	3	Attchd	440	2006	202500
340	12400	1958	1998	1215	1215	0	1	0	3	Attchd	297	2009	155000
341	14191	2002	2002	967	993	915	2	1	4	Attchd	431	2010	202900
343	8544	1949	1950	0	1040	0	2	0	2	Detchd	400	2006	87500
344	8849	2005	2005	1684	1684	0	2	0	2	Attchd	564	2008	266000
345	2592	1976	1976	536	536	576	1	1	3	Attchd	336	2010	85000
346	6435	1939	1950	972	972	605	1	0	3	Detchd	312	2006	140200
347	12772	1960	1998	958	958	0	1	0	2	Attchd	301	2007	151500
348	17600	1960	1960	1478	1478	0	2	0	3	Attchd	498	2009	157500
350	20431	2005	2006	1848	1848	880	2	1	4	Attchd	706	2006	437154
351	7820	2007	2007	1869	1869	0	2	0	2	Attchd	617	2007	318061
352	5271	1986	1986	1453	1453	0	1	1	2	Attchd	445	2006	190000
353	9084	1941	1950	616	616	495	1	0	3	Detchd	200	2008	95000
354	8520	1928	2003	624	720	0	1	0	2	Detchd	484	2010	105900
355	8400	1940	2000	940	1192	403	1	0	2	Attchd	240	2006	140000
356	11249	1995	1995	1200	1200	0	2	0	3	Attchd	521	2007	177500
357	9248	1992	1992	1158	1167	0	2	0	3	Attchd	400	2009	173000
358	4224	1976	1976	1142	1142	0	1	1	3	Attchd	528	2007	134000
360	12011	1998	1998	1086	1086	838	2	1	3	Attchd	592	2006	280000
361	7540	1978	1978	888	912	0	1	0	2	Attchd	470	2007	156000
362	9144	1940	1982	883	988	517	1	0	3	Detchd	240	2008	145000
364	1680	1972	2007	483	483	504	1	1	2	Detchd	264	2009	118000
365	18800	1976	1976	796	790	784	2	1	3	Attchd	566	2006	190000
366	10690	1920	1997	672	672	672	1	0	3	Detchd	468	2009	147000
367	9500	1963	1963	1394	1394	0	1	1	3	Attchd	514	2009	159000
369	7800	1954	1954	1268	1268	0	1	0	2	Attchd	244	2010	132000
370	9830	1959	2006	1063	1287	0	1	0	3	Detchd	576	2010	162000
371	8121	2000	2000	953	953	711	2	1	3	Attchd	460	2006	172400
372	17120	1959	1959	0	1120	468	2	0	4	Detchd	680	2008	134432
373	7175	1984	1984	744	752	0	1	0	2	Attchd	264	2010	125000
374	10634	1953	1953	608	1319	0	1	0	3	Attchd	270	2009	123000
377	8846	1996	1996	870	914	0	1	0	2	Detchd	576	2006	148000
378	11143	2004	2005	1580	1580	886	3	0	4	Attchd	610	2007	340000
379	11394	2010	2010	1856	1856	0	1	1	1	Attchd	834	2010	394432
380	8123	2000	2000	982	1007	793	2	1	3	Attchd	463	2009	179000
381	5000	1924	1950	1026	1026	665	2	0	3	Detchd	308	2010	127000
382	7200	2006	2006	1293	1301	0	2	0	2	Attchd	572	2006	187750
383	9245	2006	2006	939	939	858	2	1	3	Attchd	639	2007	213500
384	9000	1928	1950	784	784	0	1	0	2	Detchd	360	2009	76000
385	53107	1992	1992	1580	1079	874	2	1	3	Attchd	501	2007	240000
386	3182	2004	2005	1256	1269	0	2	0	2	Attchd	430	2010	192000
388	7200	1976	1976	1041	1125	0	1	0	3	Detchd	352	2009	125000
389	9382	1999	2000	1468	1479	0	2	0	3	Attchd	577	2008	191000
391	8405	1900	1950	861	961	406	1	0	4	Detchd	384	2008	119000
393	8339	1959	1959	0	882	0	1	0	3	Attchd	294	2007	106500
395	10134	1940	1950	735	735	299	1	0	2	Detchd	240	2007	109000
396	9571	1956	1956	1144	1144	0	1	0	3	Attchd	596	2010	129000
397	7200	1972	1972	894	894	0	1	0	2	Detchd	600	2009	123000
398	7590	1962	1962	864	876	936	2	0	4	Attchd	264	2007	169500
399	8967	1920	1950	961	1077	0	1	0	2	Detchd	338	2007	67000
400	8125	2006	2007	1092	1112	438	2	0	2	Attchd	438	2009	241000
401	14963	1996	1996	1260	1288	0	1	1	1	Attchd	500	2008	245500
402	8767	2005	2005	1310	1310	0	2	0	3	Attchd	400	2006	164990
403	10200	1940	1997	672	672	0	1	0	2	Detchd	240	2008	108000
406	9991	1976	1993	1281	1620	0	2	0	3	Attchd	490	2009	150000
407	10480	1936	1950	1064	1166	0	1	0	3	Detchd	240	2008	115000
408	15576	1915	1976	840	840	840	2	0	4	Attchd	308	2008	177000
409	14154	2006	2006	1063	1071	1101	2	1	3	Attchd	947	2007	280000
410	10800	2007	2008	1034	1050	1028	2	1	3	Attchd	836	2008	339750
411	9571	1958	1958	1276	1276	0	1	0	3	Attchd	350	2009	60000
412	34650	1955	1955	1056	1056	0	1	0	3	Attchd	572	2006	145000
413	4403	2009	2009	1470	1478	0	2	1	2	Attchd	484	2010	222000
414	8960	1927	1950	1008	1028	0	1	0	2	Detchd	360	2010	115000
415	11228	1993	1993	1080	1080	1017	2	1	3	Attchd	678	2008	228000
416	8899	2007	2007	1340	1340	0	2	0	3	Attchd	396	2007	181134
417	7844	1978	1978	672	672	728	1	1	3	Attchd	440	2006	149500
418	22420	1918	1950	1370	1370	1254	2	1	4	Detchd	864	2007	239000
419	8160	1940	1950	756	756	378	1	1	3	Detchd	240	2007	126000
420	8450	1968	1968	1056	1056	0	1	0	3	Attchd	304	2010	142000
421	7060	1997	1998	1344	1344	0	2	0	2	Attchd	784	2008	206300
422	16635	1977	2000	1602	1602	0	2	0	3	Attchd	529	2009	215000
423	21750	1954	1954	988	988	0	1	0	2	Attchd	520	2008	113000
424	9200	1998	1998	1470	1470	1160	2	1	4	Attchd	696	2008	315000
425	9000	1956	1956	1196	1196	0	1	0	2	Attchd	297	2008	139000
426	3378	1946	1992	651	707	682	1	1	3	Detchd	240	2009	135000
427	12800	1989	1989	1518	1644	0	2	0	2	Attchd	569	2009	275000
428	8593	1957	1957	907	907	0	1	0	3	Detchd	352	2008	109008
429	6762	2007	2007	1208	1208	0	2	0	2	Attchd	628	2007	195400
430	11457	1988	1988	1392	1412	0	2	0	3	Attchd	576	2009	175000
431	1680	1971	1971	483	483	504	1	1	2	Detchd	264	2008	85400
433	1920	1971	1971	765	765	600	1	1	2	Detchd	440	2007	122500
434	10839	1997	1998	926	926	678	2	1	3	Attchd	470	2008	181000
436	10667	1996	1996	799	827	834	2	1	3	Attchd	550	2009	212000
437	4400	1920	1950	648	734	384	1	0	2	Detchd	440	2006	116000
438	6000	1926	2004	884	904	0	1	0	2	Detchd	180	2009	119000
439	4280	1913	2002	440	694	0	1	0	2	Detchd	352	2007	90350
